          Mac Address Table
-------------------------------------------

Vlan    Mac Address       Type        Ports
----    -----------       --------    -----
 All    0100.0ccc.cccc    STATIC      CPU
 All    0100.0ccc.cccd    STATIC      CPU
 All    0180.c200.0000    STATIC      CPU
3051    0026.0bea.afb2    DYNAMIC     Po1
3052    0000.0c9f.fbec    DYNAMIC     Po1
3052    001b.1700.0131    DYNAMIC     Po1
3052    0026.0bea.afb2    DYNAMIC     Po1
3052    7c0e.cef3.e942    DYNAMIC     Po3
3053    0000.0c9f.fbed    DYNAMIC     Po1
3053    001b.1700.0131    DYNAMIC     Po1
3053    0026.0bea.afb2    DYNAMIC     Po1
3053    7c0e.cef3.e942    DYNAMIC     Po3
3054    0000.0c9f.fbee    DYNAMIC     Po1
3054    001b.1700.0131    DYNAMIC     Po1
3054    0026.0bea.afb2    DYNAMIC     Po1
3054    7c0e.cef3.e942    DYNAMIC     Po3
3055    0000.0c9f.fbef    DYNAMIC     Po1
3055    001b.1700.0131    DYNAMIC     Po1
3055    0026.0bea.afb2    DYNAMIC     Po1
3055    7c0e.cef3.e942    DYNAMIC     Po3
3056    0000.0c9f.fbf0    DYNAMIC     Po1
3056    001b.1700.0131    DYNAMIC     Po1
3056    0026.0bea.afb2    DYNAMIC     Po1
3056    7c0e.cef3.e942    DYNAMIC     Po3
3059    0000.0c9f.fbf3    DYNAMIC     Po1
3059    001b.1700.0131    DYNAMIC     Po1
3059    0026.0bea.afb2    DYNAMIC     Po1
3059    7c0e.cef3.e942    DYNAMIC     Po3
3057    0000.0c9f.fbf1    DYNAMIC     Po1
3057    001b.1700.0131    DYNAMIC     Po1
3057    0026.0bea.afb2    DYNAMIC     Po1
3058    0000.0c9f.fbf2    DYNAMIC     Po1
3058    001b.1700.0131    DYNAMIC     Po1
3058    0026.0bea.afb2    DYNAMIC     Po1
3058    7c0e.cef3.e942    DYNAMIC     Po3
3060    0000.0c9f.fbf4    DYNAMIC     Po1
3060    001b.1700.0131    DYNAMIC     Po1
3060    0026.0bea.afb2    DYNAMIC     Po1
3060    7c0e.cef3.e942    DYNAMIC     Po3
3061    0000.0c9f.fbf5    DYNAMIC     Po1
3061    001b.1700.0131    DYNAMIC     Po1
3061    0026.0bea.afb2    DYNAMIC     Po1
3061    7c0e.cef3.e942    DYNAMIC     Po3
3062    0000.0c9f.fbf6    DYNAMIC     Po1
3062    001b.1700.0131    DYNAMIC     Po1
3062    0026.0bea.afb2    DYNAMIC     Po1
3062    7c0e.cef3.e942    DYNAMIC     Po3
3312    001b.1700.0131    DYNAMIC     Po1
3312    0026.0bea.afb2    DYNAMIC     Po1
3150    0000.0c9f.fc4e    DYNAMIC     Po1
3150    001b.1700.0131    DYNAMIC     Po1
3150    7c0e.cef3.e942    DYNAMIC     Po3
3063    0000.0c9f.fbf7    DYNAMIC     Po1
3063    001b.1700.0131    DYNAMIC     Po1
3063    7c0e.cef3.e942    DYNAMIC     Po3
3151    0000.0c9f.fc4f    DYNAMIC     Po3
3151    001b.1700.0131    DYNAMIC     Po1
3151    7c0e.cef3.e942    DYNAMIC     Po3
3151    7c0e.cef3.eb42    DYNAMIC     Po1
3166    0000.0c9f.fc5e    DYNAMIC     Po1
3166    001b.1700.0131    DYNAMIC     Po1
3166    7c0e.cef3.e942    DYNAMIC     Po3
3153    0000.0c9f.fc51    DYNAMIC     Po1
3153    001b.1700.0131    DYNAMIC     Po1
3153    7c0e.cef3.e942    DYNAMIC     Po3
3154    0000.0c9f.fc52    DYNAMIC     Po1
3154    001b.1700.0131    DYNAMIC     Po1
3154    7c0e.cef3.e942    DYNAMIC     Po3
3155    0000.0c9f.fc53    DYNAMIC     Po1
3155    001b.1700.0131    DYNAMIC     Po1
3155    7c0e.cef3.e942    DYNAMIC     Po3
